vehicle_id,vehicle_type,distance_km,avg_speed_kmph,load_kg,traffic_index,road_gradient,weather,fuel_consumed_l
TS09-XA-9869,van,27.9,56.7,212,0.25,0.0709,fog,7.8
TS10-UD-1586,truck,26.6,92.1,4917,0.341,0.0583,fog,22.56
TS08-IU-9068,van,52.9,61.2,662,0.938,-0.0092,clear,15.05
TS09-TB-7679,ev_van,46.3,29.3,1487,0.645,-0.0104,clear,5.57
TS07-RJ-4736,van,32.6,81.1,1806,0.693,0.0811,rain,17.47
TS08-KW-8279,van,29.7,36.2,2227,0.133,0.0885,clear,11.11
TS08-HN-7162,truck,57.7,91.6,3188,0.193,-0.0037,rain,33.33
TS07-SY-8600,ev_van,57.5,39.0,1822,0.899,0.0251,clear,7.83
TS09-II-7676,bus,43.2,87.5,2323,0.634,0.0585,clear,37.71
TS09-CR-2242,ev_van,46.3,85.0,425,0.81,0.0803,clear,7.17
TS11-KI-1496,van,54.2,83.7,1068,0.357,0.0891,rain,25.2
TS07-YN-9116,truck,58.0,15.3,259,0.577,0.0638,fog,43.05
TS11-BJ-8543,truck,7.7,82.5,3807,0.502,-0.0023,clear,4.57
TS09-NO-7316,van,59.8,71.9,2273,0.205,0.0722,fog,23.57
TS11-XQ-6192,van,43.1,39.7,2397,0.825,0.0831,clear,21.06
TS08-DS-1023,truck,36.8,52.7,2010,0.334,0.0222,clear,15.08
TS10-MU-9542,van,26.6,65.1,496,0.467,0.0393,rain,7.7
TS09-OM-4356,ev_van,22.2,90.3,626,0.133,-0.0,clear,2.11
TS07-AS-9233,bus,48.8,76.7,5906,0.638,0.0165,clear,41.12
TS07-IP-7342,bus,40.3,47.6,2010,0.791,0.0844,rain,33.52
TS10-SC-3284,truck,14.4,65.6,3548,0.41,-0.0093,clear,6.06
TS09-BI-4464,van,37.8,27.4,412,0.978,0.0715,fog,17.42
TS11-IZ-7301,truck,11.0,47.2,6357,0.258,-0.0083,clear,5.19
TS10-VV-3001,ev_van,31.3,77.7,1232,0.873,0.0151,clear,3.75
TS09-NZ-1365,bus,36.3,62.3,707,0.721,0.0499,clear,22.87
TS09-FF-7855,van,39.2,77.0,1524,0.927,-0.0196,clear,13.65
TS08-UZ-7986,truck,11.3,54.3,5764,0.741,0.061,rain,8.46
TS07-DL-5958,truck,8.4,43.6,3890,0.495,0.0179,clear,4.42
TS10-KE-9922,van,17.7,73.6,2912,0.413,0.0698,fog,7.81
TS11-RS-9415,bus,37.6,19.8,5256,0.829,0.097,clear,49.15
TS09-DP-5057,bus,56.1,93.2,3186,0.84,0.03,clear,57.22
TS10-UM-4310,ev_van,47.4,90.7,2363,0.589,-0.0164,rain,7.39
TS09-QQ-5604,ev_van,45.5,85.1,2066,0.702,0.0819,clear,8.76
TS09-ZG-2564,ev_van,21.8,85.4,1047,0.463,0.0129,clear,2.68
TS10-YP-4613,truck,9.4,54.4,6217,0.218,-0.0022,clear,4.35
TS08-MB-5756,van,53.8,53.3,1616,0.05,0.0855,clear,16.75
TS08-GO-9671,ev_van,31.5,80.1,1440,0.654,0.0079,clear,3.93
TS08-XN-9755,bus,8.7,35.5,3220,0.669,0.0526,fog,6.76
TS08-ZR-7027,truck,33.5,82.5,6469,0.665,0.0105,clear,23.79
TS09-LN-8655,van,41.5,28.7,2772,0.562,0.0655,clear,21.32
TS10-AS-8508,bus,21.2,85.0,2053,0.342,0.0578,clear,15.75
TS10-MI-7058,van,3.5,56.9,1997,0.242,0.0411,fog,1.18
TS10-JK-4317,ev_van,38.4,82.0,1645,0.066,0.0466,clear,4.6
TS07-AC-4813,van,5.3,52.9,2685,0.148,0.0073,clear,1.52
TS09-KY-3022,bus,27.7,62.5,2794,0.628,-0.0174,clear,15.3
TS08-GH-6256,bus,50.0,88.9,1303,0.768,0.0761,rain,48.03
TS08-IR-8471,bus,59.9,46.7,1378,0.908,0.0867,clear,47.15
TS08-CG-6198,truck,24.1,30.3,600,0.084,0.0733,rain,13.37
TS11-EB-5753,van,4.1,19.6,482,0.814,0.065,clear,1.94
TS11-OY-6780,van,31.1,61.0,1043,0.597,0.0366,fog,10.02
TS07-LU-5584,truck,18.7,62.7,1000,0.301,0.0501,fog,8.77
TS07-ER-5166,truck,53.9,63.5,6995,0.726,0.063,rain,41.57
TS09-JI-6994,ev_van,43.6,15.1,1033,0.989,-0.0169,rain,6.67
TS07-LJ-8013,truck,26.0,14.3,3074,0.379,0.0308,rain,19.84
TS10-LG-3121,bus,46.4,86.3,4594,0.627,0.007,rain,40.27
TS08-HT-1407,bus,22.4,69.7,1948,0.261,0.0237,clear,11.79
TS07-OF-8477,van,32.7,21.4,2203,0.205,0.0699,rain,15.72
TS10-TL-4939,truck,55.6,18.2,6615,0.149,0.0236,clear,39.48
TS09-FO-8770,van,14.4,25.4,1208,0.032,0.0687,rain,5.76
TS08-BO-4592,bus,20.8,79.0,2971,0.724,0.0966,clear,20.87
TS10-WY-4538,van,53.5,72.0,1102,0.146,0.0908,rain,18.83
TS11-DJ-3393,truck,29.3,65.0,3501,0.676,0.0793,clear,18.47
TS11-PJ-2368,bus,21.1,65.2,3568,0.87,0.0824,clear,18.25
TS10-RW-4943,bus,5.1,83.3,2228,0.847,0.0273,clear,4.12
TS07-IQ-3168,truck,26.9,39.7,3820,0.299,0.0678,rain,16.62
TS07-VN-4569,truck,31.5,38.7,4071,0.124,0.06,clear,17.3
TS09-TA-4962,truck,26.2,47.3,391,0.443,0.0979,fog,14.64
TS08-CA-4964,truck,18.8,94.1,1476,0.181,0.049,rain,11.93
TS09-NU-5120,truck,24.0,58.1,4423,0.374,0.0316,fog,12.8
TS09-VR-9196,ev_van,39.6,57.4,206,0.569,0.0805,fog,4.17
TS08-US-6244,bus,53.8,79.2,4284,0.644,0.0699,clear,48.91
TS07-OW-6800,van,40.0,26.8,2735,0.218,-0.005,fog,14.54
TS07-HO-8305,ev_van,39.8,45.6,1936,0.227,0.0516,clear,4.64
TS09-WU-3404,truck,49.6,65.2,2650,0.866,0.0511,clear,30.01
TS07-XP-8637,van,12.4,94.0,1460,0.945,0.0558,clear,6.97
TS11-LB-9180,ev_van,20.2,24.8,1697,0.642,0.093,clear,3.9
TS09-DN-1251,van,5.9,49.5,2105,0.557,0.0522,clear,2.14
TS08-JL-6088,bus,22.9,87.2,5869,0.658,0.0844,clear,27.45
TS11-JT-9477,bus,59.9,72.2,3059,0.129,0.023,fog,35.56
TS10-GR-3530,truck,21.8,62.9,2146,0.897,-0.0131,clear,10.13
TS09-QH-1034,bus,52.0,33.3,2301,0.209,0.025,fog,30.54
TS11-SD-4396,ev_van,7.9,27.5,2322,0.67,0.0439,rain,1.37
TS08-ZY-7222,ev_van,29.2,43.1,1655,0.222,0.08,fog,3.79
TS09-BG-1833,truck,23.0,33.2,6941,0.706,0.0558,rain,20.36
TS10-CR-9572,van,14.5,79.1,2227,0.753,0.0331,fog,6.7
TS08-RW-4848,truck,24.2,71.8,7730,0.741,0.0354,clear,17.14
TS09-FL-8861,ev_van,40.1,81.3,1353,0.429,0.0996,clear,6.18
TS10-FN-7359,truck,30.9,26.2,7609,0.607,-0.003,clear,22.54
TS07-TF-3651,ev_van,51.1,37.7,2238,0.598,0.0047,clear,6.09
TS09-NX-3006,van,54.6,75.8,2561,0.72,0.055,clear,25.43
TS08-JW-9685,truck,30.5,25.6,7525,0.499,0.0642,clear,26.21
TS09-SX-8618,truck,59.0,24.1,4299,0.507,0.0274,fog,42.82
TS10-OZ-3151,van,7.1,43.8,2280,0.684,-0.0161,clear,2.21
TS08-SA-5504,truck,18.8,27.5,4532,0.17,0.0426,fog,11.96
TS11-EU-4711,bus,26.8,18.5,4702,0.652,-0.0027,clear,24.43
TS11-QE-7617,ev_van,36.2,38.0,1957,0.148,-0.0133,rain,3.43
TS07-GX-8883,van,34.1,84.7,2324,0.725,0.0214,clear,14.95
TS07-JC-3439,bus,35.4,16.7,2685,0.389,-0.0037,fog,26.55
TS11-FQ-8236,bus,54.1,59.0,4818,0.84,0.0327,rain,46.34
TS11-JS-5350,truck,18.8,58.7,7037,0.088,0.0714,clear,11.04
TS07-FT-7174,ev_van,49.6,56.1,1663,0.461,-0.0144,fog,4.91
TS09-UR-4054,truck,34.8,54.0,3746,0.167,0.04,clear,15.31
TS08-YZ-1275,truck,31.0,13.4,6855,0.869,0.0396,fog,34.61
TS10-DW-6298,truck,20.1,15.9,6272,0.125,-0.0198,clear,10.93
TS10-SP-3255,ev_van,20.3,54.4,1280,0.485,0.0686,clear,2.48
TS11-OO-3865,truck,25.1,92.4,4723,0.105,-0.0092,clear,14.51
TS07-OI-6933,ev_van,46.5,45.9,1777,0.798,0.0918,rain,7.73
TS08-ZR-5100,van,30.2,51.2,2127,0.282,0.0567,rain,10.31
TS10-QQ-6201,van,11.8,93.5,1071,0.594,0.0145,rain,5.22
TS11-IL-3277,ev_van,46.3,76.7,873,0.17,0.091,clear,5.67
TS09-ZP-2861,van,40.8,75.9,2685,0.352,0.0281,clear,15.74
TS11-UL-2319,ev_van,57.1,53.9,2355,0.114,0.0112,clear,5.86
TS09-UP-2671,truck,33.2,86.5,3336,0.551,0.0261,clear,21.41
TS07-ZL-7173,van,40.3,60.2,2757,0.003,0.0534,clear,13.8
TS08-CK-7237,bus,30.3,66.5,2930,0.993,0.0668,clear,23.71
TS08-PL-4037,bus,41.8,77.4,1170,0.416,0.0594,clear,26.61
TS08-GG-7468,ev_van,27.9,45.7,1886,0.629,0.0905,rain,4.31
TS08-TI-3944,ev_van,10.9,91.1,306,0.287,0.0947,clear,1.54
TS11-WK-3419,van,59.2,94.0,519,0.253,0.0036,fog,19.34
TS10-BL-6398,bus,44.1,60.7,5658,0.846,0.0895,rain,48.0
TS10-CA-3489,bus,37.7,30.4,3202,0.758,-0.0072,rain,28.45
TS07-NX-3576,bus,30.4,76.3,1745,0.643,0.0948,rain,26.82
TS09-FB-7327,bus,43.6,38.7,2986,0.752,0.0111,clear,28.76
TS08-OR-8557,bus,10.2,59.9,3553,0.175,0.0119,fog,5.37
TS07-PX-5350,truck,21.6,19.2,5184,0.934,0.0306,clear,19.34
TS07-GU-8127,truck,10.1,79.0,2916,0.455,0.0018,clear,5.04
TS08-FH-3179,van,10.2,91.6,1285,0.869,0.0793,rain,6.35
TS10-VB-7669,bus,4.2,19.8,3389,0.736,-0.005,fog,3.71
TS10-PW-1350,ev_van,46.1,72.7,1641,0.286,0.0327,clear,5.1
TS10-DX-5499,van,16.0,83.4,2780,0.569,0.0889,rain,10.04
TS07-TT-5176,truck,50.4,21.1,3260,0.967,0.0562,rain,46.87
TS08-AX-2658,truck,54.6,32.5,7023,0.037,0.0529,clear,34.14
TS11-PR-7247,truck,12.6,44.5,7947,0.426,0.0994,fog,9.85
TS11-AZ-1389,ev_van,43.4,81.5,980,0.621,-0.0173,clear,4.41
TS11-GV-1751,truck,29.2,53.0,413,0.34,0.0184,rain,11.81
TS09-OY-2113,bus,55.4,23.4,3705,0.318,-0.005,rain,41.63
TS07-QB-7994,ev_van,30.6,33.3,2278,0.749,0.0021,clear,4.08
TS07-ZN-9534,ev_van,24.6,50.8,323,0.916,0.0059,fog,2.45
TS07-HL-1264,truck,19.8,15.3,1738,0.538,0.0552,clear,14.72
TS07-IT-7375,truck,54.5,64.4,5474,0.948,0.0127,rain,36.19
TS07-BR-4237,truck,15.9,14.1,6515,0.101,0.0597,rain,13.52
TS10-HJ-2973,truck,50.2,76.8,876,0.227,0.0686,rain,26.04
TS08-SM-6931,truck,14.1,72.9,3037,0.088,0.0282,fog,6.65
TS07-NL-9196,van,39.7,83.8,868,0.436,0.0444,rain,15.46
TS09-CS-2347,ev_van,28.7,25.1,2419,0.627,-0.0041,clear,3.99
TS11-JU-6902,bus,9.0,62.0,4158,0.2,0.0703,clear,6.05
TS09-PE-1666,van,10.2,76.8,1532,0.449,0.0303,rain,4.07
TS10-YW-3745,truck,19.0,54.8,6926,0.684,0.0802,clear,14.78
TS08-JS-6612,van,46.7,22.9,1705,0.639,0.0431,clear,21.39
TS10-YK-6963,van,44.5,20.2,2752,0.629,0.0636,clear,25.73
TS09-YJ-2688,ev_van,14.7,62.3,749,0.606,0.023,fog,1.54
TS08-QY-8459,ev_van,30.1,53.3,263,0.987,0.0246,rain,3.29
TS07-NE-4259,truck,8.5,89.2,3544,0.714,0.0324,fog,6.73
TS11-ZD-2268,truck,43.8,81.2,1793,0.908,0.0563,clear,30.72
TS10-KL-8859,truck,48.2,72.1,6719,0.952,0.0408,fog,39.14
TS11-XU-9822,bus,53.9,93.5,3291,0.86,0.0765,rain,66.73
TS10-XO-1458,ev_van,53.5,69.7,864,0.095,-0.0134,clear,4.0
TS11-YI-4853,bus,22.3,19.7,4687,0.529,0.0881,clear,23.31
TS09-QR-4548,van,17.5,18.4,1675,0.382,0.0911,fog,9.57
TS11-VY-6182,bus,54.1,79.7,3116,0.097,0.0093,fog,30.13
TS07-VC-2743,truck,11.3,41.9,1610,0.564,-0.0079,clear,4.81
TS08-ES-4962,truck,6.4,88.7,7963,0.213,0.0486,rain,5.3
TS08-AF-7234,van,20.9,21.8,2045,0.582,-0.0123,fog,8.79
TS10-HB-6015,van,46.3,28.5,2594,0.817,0.0076,clear,20.45
TS10-BU-2535,bus,42.6,76.2,4606,0.394,0.0409,clear,32.12
TS08-QB-3750,truck,59.3,82.3,4123,0.95,0.0537,rain,51.97
TS07-FU-3059,van,23.5,84.0,227,0.766,0.0033,clear,7.31
TS07-FC-6605,truck,18.7,20.2,5400,0.804,0.0919,rain,21.3
TS11-ES-4263,ev_van,24.6,43.7,432,0.112,0.0018,clear,1.8
TS07-RF-5622,truck,47.6,65.7,7699,0.942,-0.0016,clear,30.49
TS09-PD-3257,truck,15.2,88.3,2144,0.035,-0.0005,clear,6.77
TS10-YA-4724,bus,57.0,31.8,2331,0.844,0.0915,rain,55.7
TS11-HL-9138,bus,32.2,61.8,3399,0.03,0.0855,clear,19.88
TS11-RS-6524,bus,47.6,23.9,3115,0.162,-0.016,clear,26.3
TS08-XA-1526,bus,50.2,74.0,4000,0.315,0.0672,clear,37.1
TS10-VV-7100,ev_van,30.3,22.6,2002,0.738,-0.0112,clear,4.18
TS08-JL-3306,bus,45.3,95.0,4594,0.899,-0.011,rain,46.77
TS09-CI-9468,bus,23.8,19.7,5467,0.666,-0.0109,clear,20.59
TS10-DH-3334,bus,49.2,68.9,2926,0.728,0.0796,clear,40.24
TS08-RX-7390,truck,50.0,76.5,4367,0.29,0.0313,clear,27.68
TS09-ED-8326,van,35.3,33.4,2647,0.975,0.0468,clear,18.05
TS10-NP-8635,truck,15.4,33.2,2402,0.408,-0.0163,clear,6.77
TS11-CK-1385,van,58.3,61.5,889,0.913,0.0881,clear,23.14
TS08-QF-2350,truck,57.0,64.3,271,0.779,0.0978,rain,36.95
TS09-NS-1126,ev_van,38.3,71.8,1899,0.367,0.0082,clear,3.8
TS08-UR-9094,bus,59.1,60.2,4188,0.343,0.0588,clear,39.68
TS11-VN-9624,ev_van,31.7,26.5,836,0.679,0.0615,clear,4.41
TS09-XK-4995,bus,24.4,88.7,954,0.94,0.096,fog,25.65
TS10-KD-9064,truck,29.2,25.8,532,0.672,0.0381,clear,16.74
TS09-YK-9754,van,5.6,58.9,1566,0.857,0.0085,rain,2.01
TS10-TT-2817,van,34.3,88.4,742,0.966,0.0232,fog,15.57
TS11-YR-9523,van,41.0,87.8,2422,0.33,0.0568,clear,18.51
TS11-RM-8714,bus,9.2,25.9,5710,0.538,0.0367,clear,8.55
TS07-OV-9496,van,17.6,31.8,2375,0.609,-0.0105,rain,6.51
TS08-CI-8774,ev_van,44.1,62.0,2159,0.217,0.0769,fog,5.88
TS09-BD-4051,van,48.2,40.0,2974,0.798,0.0837,clear,24.78
TS08-DM-5311,truck,59.2,72.7,5978,0.262,0.0374,rain,36.15
TS07-GR-9567,van,17.4,55.4,1789,0.707,0.0428,rain,6.43
TS11-OB-9078,van,51.0,34.1,2468,0.524,0.039,clear,20.88
TS11-HK-1233,ev_van,12.8,46.1,1497,0.837,0.0436,rain,1.72
TS11-UA-7320,bus,10.5,69.4,2709,0.512,-0.0077,clear,5.45
TS09-OF-8337,bus,44.6,77.2,389,0.587,0.032,fog,27.85
TS09-VD-6290,van,28.4,42.7,2000,0.181,0.0337,clear,9.0
TS08-ZO-7476,bus,48.3,20.7,5406,0.808,0.0997,clear,64.03
TS07-RC-4252,van,19.1,41.3,2141,0.402,-0.0142,rain,5.67
TS08-AP-3168,bus,15.2,64.3,2544,0.58,0.0175,clear,8.89
TS09-TE-7388,truck,34.3,75.1,5012,0.846,0.0395,clear,24.72
TS08-IP-6629,van,9.6,85.0,2476,0.479,0.0817,clear,4.98
TS10-FP-3372,truck,18.9,91.8,6161,0.274,0.0353,rain,15.44
TS08-YC-4718,truck,12.5,55.9,4031,0.265,0.0149,clear,5.5
TS09-GU-5383,van,21.2,85.1,1213,0.566,0.0442,rain,9.2
TS10-KX-7565,van,46.6,33.8,1311,0.291,0.0156,rain,14.75
TS08-ZW-6325,ev_van,9.9,58.5,2288,0.339,0.0458,clear,1.21
TS07-PR-4283,truck,37.9,56.8,1525,0.235,0.0628,rain,19.0
TS07-OU-3873,truck,36.3,75.8,6931,0.446,0.0437,clear,24.46
TS09-AS-8793,ev_van,33.7,76.2,649,0.466,0.0532,clear,3.89
TS10-LB-5428,truck,30.6,35.7,7851,0.526,-0.0154,clear,16.9
TS11-CF-8533,truck,40.8,85.5,3697,0.593,0.0591,clear,30.03
TS09-EA-4695,truck,51.6,86.0,5921,0.588,0.0964,rain,49.61
TS09-VW-5119,bus,12.2,90.7,4430,0.367,0.039,fog,11.04
TS09-YU-2883,ev_van,49.4,50.0,1977,0.901,0.0763,clear,7.33
TS10-SG-9801,van,6.5,94.0,2410,0.512,0.0459,clear,3.41
TS08-OM-7228,van,30.5,77.1,309,0.832,0.0645,clear,11.66
TS11-KJ-7761,truck,32.2,66.2,2332,0.557,0.0172,clear,15.32
TS11-XT-7326,bus,14.3,47.9,1532,0.371,0.096,fog,9.55
TS10-YA-6297,bus,8.1,81.9,4252,0.739,0.0058,clear,6.34
TS07-PK-3741,truck,7.3,75.4,5530,0.177,-0.0009,fog,3.51
TS11-SO-8936,truck,5.1,60.6,2517,0.97,-0.0145,clear,2.46
TS07-QE-3097,truck,35.7,94.8,6390,0.572,0.0449,clear,30.58
TS07-OQ-7802,truck,11.9,32.7,2631,0.104,0.0543,rain,6.43
TS09-YJ-2409,van,49.1,65.3,1160,0.421,0.0579,clear,15.9
TS07-DL-4716,van,54.2,38.7,1317,0.713,0.0007,rain,18.62
TS11-DG-9822,truck,19.7,50.0,6008,0.068,0.0582,rain,11.32
TS07-LF-5801,bus,12.4,40.1,268,0.261,-0.0002,clear,5.28
TS11-FJ-5041,van,26.3,39.8,2738,0.924,0.0706,clear,13.97
TS10-ZC-5397,van,53.2,43.3,2138,0.356,0.013,clear,17.5
TS10-AU-3182,van,25.8,16.7,1842,0.159,0.0306,fog,11.04
TS09-ZQ-9900,bus,9.2,15.3,1577,0.098,0.0241,fog,6.43
TS10-FS-6536,van,59.1,72.2,2399,0.619,0.0241,clear,22.62
TS08-BQ-6196,truck,31.5,37.8,7008,0.558,0.0665,rain,24.84
TS10-DO-8367,bus,22.5,13.8,3109,0.648,0.0997,rain,29.53
TS11-YF-2556,truck,53.9,18.8,2481,0.958,0.0433,fog,47.62
TS09-MG-1918,bus,55.9,28.3,2407,0.06,0.0281,clear,30.14
TS07-IT-1585,bus,31.3,16.0,2614,0.198,0.0152,fog,23.45
TS07-GW-9911,truck,20.5,90.5,2586,0.234,0.0549,rain,14.97
TS09-BA-8729,van,30.5,59.2,2194,0.427,0.0341,rain,11.16
TS09-CV-5760,truck,15.5,44.7,2869,0.121,0.0727,clear,7.8
TS08-LF-9383,truck,30.3,56.2,6605,0.41,0.0528,clear,17.55
TS10-FT-2616,truck,16.1,21.4,3817,0.816,0.0294,clear,12.49
TS09-TA-7530,bus,38.5,70.3,3848,0.164,0.0944,fog,30.48
TS08-SM-1235,truck,46.3,92.5,7594,0.917,-0.0186,rain,41.37
TS10-GY-8558,bus,58.3,22.8,2787,0.911,0.0627,fog,59.84
TS07-PJ-6419,truck,51.0,24.7,1529,0.513,0.0293,clear,29.79
TS09-HQ-3341,van,7.9,64.2,1740,0.86,-0.0054,fog,2.6
TS11-YE-7549,ev_van,15.1,24.6,1342,0.712,-0.0089,fog,1.89
TS11-DT-9438,bus,33.3,22.5,4739,0.357,0.0579,clear,31.34
TS08-PU-3999,van,17.7,67.7,2609,0.562,-0.0023,clear,6.14
TS08-KI-7527,ev_van,3.8,63.3,1839,0.117,0.0827,rain,0.47
TS08-JY-6208,ev_van,46.0,30.1,2434,0.496,0.0173,rain,6.63
TS11-SX-2758,van,23.4,80.3,954,0.83,0.0213,clear,8.45
TS11-YB-4205,ev_van,6.8,20.7,750,0.585,0.0592,rain,1.08
TS09-KU-7285,ev_van,32.0,39.6,870,0.382,0.0064,clear,2.8
TS08-PZ-4960,van,58.7,73.3,2079,0.664,-0.0192,rain,21.06
TS11-QY-9124,bus,41.7,63.0,1549,0.977,0.0335,fog,28.39
TS07-UE-8417,truck,12.0,61.8,890,0.067,0.0433,clear,4.71
TS11-GB-4774,truck,32.3,69.0,7826,0.33,0.0335,clear,19.45
TS08-OC-1397,bus,54.4,65.7,2025,0.156,0.035,rain,30.86
TS09-UI-3910,bus,6.1,84.6,1490,0.957,0.0599,rain,5.92
TS07-HH-3333,bus,39.4,59.2,2281,0.546,0.0815,clear,25.88
TS08-HR-4041,van,44.1,45.3,644,0.13,0.0239,clear,10.27
TS10-PQ-6251,van,43.1,75.6,300,0.612,0.0748,clear,15.14
TS11-GZ-2857,van,11.6,33.5,1055,0.5,-0.0125,rain,3.46
TS07-VX-1834,truck,54.7,75.0,2835,0.059,0.0376,rain,28.32
TS09-NF-5684,truck,21.4,35.2,6526,0.865,0.0251,clear,15.17
TS10-ON-8969,van,5.9,51.9,1420,0.709,0.0359,clear,2.03
TS08-QI-9761,van,7.7,73.4,2263,0.005,-0.009,clear,2.06
TS08-WQ-2932,ev_van,29.1,64.1,1892,0.96,-0.0033,clear,3.47
TS10-GG-4102,ev_van,5.3,19.1,2015,0.159,0.0152,clear,0.72
TS10-KO-5976,ev_van,47.4,49.1,2313,0.0,0.0128,rain,4.55
TS07-GH-3000,truck,52.4,79.4,4089,0.427,0.0262,rain,33.03
TS11-JK-7047,bus,3.8,94.7,803,0.141,0.0349,clear,2.47
TS10-RO-9784,truck,49.2,50.7,502,0.57,0.0065,fog,20.65
TS11-FE-4535,van,58.9,19.1,723,0.311,0.0543,clear,22.53
TS11-ZS-7209,ev_van,4.7,42.4,2107,0.185,0.0251,rain,0.54
TS08-PE-5856,truck,44.3,52.7,4680,0.985,-0.0128,fog,24.74
TS07-BZ-9039,van,59.9,18.1,592,0.333,0.0092,clear,19.97
TS10-QG-6144,truck,48.4,83.7,1235,0.415,0.0472,rain,29.88
TS10-OH-4526,truck,31.8,56.7,7154,0.294,0.0528,clear,19.28
TS11-GY-7797,truck,53.4,46.5,4256,0.837,0.076,fog,37.58
TS11-NF-1305,truck,43.4,45.0,1541,0.197,0.0095,clear,16.87
TS09-KC-9356,ev_van,19.7,14.3,2263,0.128,0.0475,rain,3.33
TS11-JR-4718,bus,15.8,55.1,4380,0.881,0.0371,clear,11.09
TS09-QK-8214,van,32.2,51.5,1538,0.183,0.0818,clear,11.12
TS07-RZ-8649,van,24.3,40.7,1502,0.858,0.0676,clear,9.93
TS07-CQ-9320,truck,21.8,66.7,5447,0.578,-0.0042,rain,12.05
TS11-XD-5671,truck,13.1,46.1,2839,0.823,0.0951,clear,8.46
TS10-QU-2915,van,51.2,59.5,3000,0.07,0.0226,clear,15.43
TS09-LY-2824,truck,43.2,85.5,6320,0.964,0.0946,clear,45.99
TS08-AD-9827,ev_van,21.9,42.2,1674,0.3,0.0142,clear,2.22
TS11-GS-6337,truck,16.5,45.0,5562,0.059,0.0363,clear,7.78
TS11-HZ-4335,van,10.3,83.9,2989,0.765,0.0461,clear,5.46
TS10-KR-4015,van,9.4,41.7,230,0.178,-0.0124,clear,1.92
TS11-QH-9647,truck,38.7,48.5,378,0.351,0.0659,fog,18.62
TS10-LD-9758,truck,9.2,78.5,6323,0.595,-0.0074,clear,5.54
TS10-RV-6463,ev_van,57.7,61.1,682,0.069,-0.0003,clear,4.19
TS08-GC-1566,truck,18.9,89.5,5544,0.202,0.0148,rain,12.89
TS10-WE-6165,bus,4.5,51.1,3119,0.489,0.0953,clear,3.5
TS07-KU-8306,bus,51.8,51.8,2048,0.422,0.0968,rain,37.62
TS11-IY-8051,truck,24.0,15.6,2004,0.558,0.0387,clear,17.51
TS08-IC-9287,van,22.5,28.4,2375,0.729,0.044,clear,10.94
TS08-GK-2237,van,9.8,56.8,679,0.353,0.0054,fog,2.32
TS11-SE-2465,bus,40.6,27.5,1121,0.404,0.0302,clear,25.58
TS07-YL-6899,van,23.5,49.6,1437,0.272,0.0981,fog,8.51
TS07-GO-2879,truck,49.9,35.5,1130,0.34,0.0749,clear,25.95
TS10-YH-6470,truck,38.9,13.7,5204,0.051,0.0637,clear,29.63
TS11-XA-1991,van,53.2,51.4,2978,0.58,0.0134,clear,19.2
TS11-YI-5679,ev_van,38.5,65.6,1920,0.173,0.0716,clear,4.37
TS09-RT-4355,truck,47.4,40.1,4905,0.716,0.096,rain,39.2
TS11-BA-9620,truck,42.7,76.5,3278,0.042,0.0986,clear,24.81
TS07-ZH-4280,bus,29.4,24.1,5930,0.06,0.052,clear,25.3
TS07-YJ-2509,van,42.3,19.6,2664,0.285,-0.0007,clear,16.7
TS09-EU-1657,truck,40.8,89.6,6601,0.438,0.0957,clear,40.29
TS09-KA-1470,bus,3.4,88.5,1534,0.694,0.045,clear,2.81
TS09-KD-2245,van,42.8,45.7,546,0.692,-0.0154,clear,10.6
TS11-SP-8499,bus,17.9,46.9,1232,0.973,-0.0102,clear,10.09
TS07-RT-2804,truck,33.9,82.6,2218,0.352,0.0493,rain,22.54
TS09-TP-3245,truck,9.3,56.0,837,0.059,0.0802,fog,4.15
TS10-TA-6106,bus,4.3,21.7,5353,0.861,0.093,clear,5.4
TS09-JB-1751,bus,3.9,21.5,1274,0.731,0.0933,clear,3.73
TS10-VK-9455,ev_van,12.0,22.9,721,0.068,0.0494,clear,1.27
TS11-RP-9679,van,4.1,76.8,2687,0.083,0.0978,rain,1.83
TS10-YZ-2751,van,10.5,62.0,2883,0.477,-0.002,clear,3.56
TS10-TV-4143,ev_van,34.9,36.9,710,0.342,-0.0086,clear,2.98
TS11-MK-2412,bus,25.8,25.5,1906,0.596,-0.0164,rain,16.45
TS08-ZS-7534,bus,58.9,22.2,4841,0.219,0.0729,clear,59.41
TS11-GR-4342,ev_van,49.1,73.5,2432,0.959,0.09,clear,9.01
TS11-KW-7727,truck,11.4,85.5,5267,0.512,0.0808,fog,10.12
TS10-YU-3892,van,26.8,56.1,1439,0.751,0.0928,fog,11.25
TS09-MB-6338,van,27.6,76.1,2089,0.126,0.0458,clear,10.0
TS09-KC-5537,truck,23.6,35.5,6286,0.617,0.0716,clear,17.77
TS09-CQ-2508,bus,31.2,60.6,853,0.865,0.0204,clear,17.59
TS07-KK-9233,truck,41.2,48.4,3595,0.023,0.072,clear,18.87
TS07-JT-3247,truck,39.5,19.3,6887,0.54,0.0704,rain,42.83
TS11-TY-9541,bus,23.4,52.5,4291,0.247,0.0323,rain,14.82
TS07-LT-1077,truck,43.2,82.3,1399,0.478,-0.0147,clear,20.01
TS09-RU-4735,van,19.5,16.3,2315,0.816,0.012,clear,10.1
TS11-RB-3499,ev_van,50.6,51.6,1735,0.69,0.0862,clear,7.11
